search URL:,https://patents.google.com/?q=%28%22physical+property+measurement+system%22%29&country=US&status=GRANT&type=PATENT&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-10714138-B2,Perpendicular magnetic recording medium ,"Fuji Electric Co., Ltd.","Shinji Uchida, Takehito Shimatsu",2015-09-17,2017-09-01,2020-07-14,2020-07-14,https://patents.google.com/patent/US10714138B2/en,https://patentimages.storage.googleapis.com/09/43/96/b4d25d2ce9524b/US10714138-20200714-D00000.png
US-9719018-B2,"Monomer, liquid crystal composition, liquid crystal display device, and production method for liquid crystal display device ","Sharp Kabushiki Kaisha, Toyo Gosei Co., Ltd.","Masanobu Mizusaki, Youhei Nakanishi, Takeshi Noma, Satoshi Enomoto",2012-10-19,2013-10-17,2017-08-01,2017-08-01,https://patents.google.com/patent/US9719018B2/en,https://patentimages.storage.googleapis.com/5e/6b/ee/639b61831a365d/US09719018-20170801-D00000.png
US-10147941-B2,Synthesis method for cathode material in lithium-sulfur battery ,The Hong Kong Polytechnic University,"Linfeng FEI, Yu Wang",2016-03-15,2016-03-15,2018-12-04,2018-12-04,https://patents.google.com/patent/US10147941B2/en,https://patentimages.storage.googleapis.com/71/8d/d0/4da54e1b190158/US10147941-20181204-D00001.png
US-8187976-B2,Stable P-type semiconducting behaviour in Li and Ni codoped ZnO ,Indian Institute Of Technology Madras,"M. S. Ramachandra Rao, E. Senthil Kumar",2009-08-26,2009-12-21,2012-05-29,2012-05-29,https://patents.google.com/patent/US8187976B2/en,https://patentimages.storage.googleapis.com/27/9e/bb/df028dcb3aba58/US08187976-20120529-D00000.png
US-11378467-B2,Highly sensitive reduced graphene oxide-nickel composite based cryogenic temperature sensor ,Indian Institute Of Science,"Vaishakh KEDAMBAIMOOLE, Pavithra B. JAIN, Manasa, Nagarjuna NEELLA, Rajanna KONANDUR, M M. Nayak, Narasimhiah Subrahmanyam DINESH",2018-07-24,2019-07-24,2022-07-05,2022-07-05,https://patents.google.com/patent/US11378467B2/en,https://patentimages.storage.googleapis.com/4d/59/09/9e0d8ed645d3a2/US11378467-20220705-D00000.png
US-9672855-B2,Perpendicular magnetic recording medium ,"Fuji Electric Co., Ltd.","Hiroyasu KATAOKA, Hiroto Kikuchi, Akira Furuta, Shinji Uchida, Takehito Shimatsu",2012-12-06,2014-12-04,2017-06-06,2017-06-06,https://patents.google.com/patent/US9672855B2/en,https://patentimages.storage.googleapis.com/f8/6d/bb/164e92016b32d8/US09672855-20170606-D00000.png
US-10804459-B2,Non-collinear antiferromagnets for high density and low power spintronics devices ,Wisconsin Alumni Research Foundation,"Chang-Beom Eom, Tianxiang Nan",2018-12-19,2018-12-19,2020-10-13,2020-10-13,https://patents.google.com/patent/US10804459B2/en,https://patentimages.storage.googleapis.com/29/ae/60/756a78d4040569/US10804459-20201013-D00000.png
US-10059881-B2,"Monomer, liquid crystal composition, liquid crystal display device, and production method for liquid crystal display device ","Sharp Kabushiki Kaisha, Toyo Gosei Co., Ltd.","Masanobu Mizusaki, Youhei Nakanishi, Takeshi Noma, Satoshi Enomoto",2012-10-19,2013-10-17,2018-08-28,2018-08-28,https://patents.google.com/patent/US10059881B2/en,https://patentimages.storage.googleapis.com/6f/15/11/89a147cc0792d7/US10059881-20180828-D00000.png
US-9361924-B2,Magnetic recording medium and magnetic recording and reproducing apparatus ,Showa Denko K.K.,"Kazuya Niwa, Tetsuya Kanbe, Yuji Murakami, Lei Zhang",2012-05-14,2013-05-10,2016-06-07,2016-06-07,https://patents.google.com/patent/US9361924B2/en,https://patentimages.storage.googleapis.com/bb/a1/8f/f521a5a590234f/US09361924-20160607-D00000.png
US-9327054-B2,Nerve guide conduit containing carbon nanotubes ,Indian Institute Of Technology Madras,"Ramaprabhu SUNDARA, Sathish Kumar Srinivasan",2010-07-09,2010-11-17,2016-05-03,2016-05-03,https://patents.google.com/patent/US9327054B2/en,https://patentimages.storage.googleapis.com/a1/5e/be/2318730be9b451/US09327054-20160503-D00000.png
US-8992077-B2,Ultrasensitive ratiometric capacitance dilatometer and related methods ,"Quantum Design International, Inc.",Michael Bancroft Simmonds,2013-03-07,2013-09-30,2015-03-31,2015-03-31,https://patents.google.com/patent/US8992077B2/en,https://patentimages.storage.googleapis.com/49/dc/aa/2b3f9fa2348831/US08992077-20150331-D00000.png
US-11391711-B2,Gold/quantum dot nanoprobe for detecting active ricin in complex matrix and application thereof ,Beijing Center For Disease Prevention And Control,"Bing Shao, Jiefang Sun, Jing Zhang",2019-01-17,2020-01-15,2022-07-19,2022-07-19,https://patents.google.com/patent/US11391711B2/en,https://patentimages.storage.googleapis.com/10/79/ba/ec4b651386df43/US11391711-20220719-D00000.png
US-9607644-B2,Perpendicular magnetic recording medium ,"Fuji Electric Co., Ltd.",Tomohiro Moriya,2012-12-06,2014-09-16,2017-03-28,2017-03-28,https://patents.google.com/patent/US9607644B2/en,https://patentimages.storage.googleapis.com/6f/c2/95/97e53b8c6562cf/US09607644-20170328-D00000.png
US-8246928-B1,Methods and compositions for the separation of single-walled carbon nanotubes ,Jawaharlal Nehru Centre For Advanced Scientific Research,"Chintamani Nagesa Ramachandra Rao, Subi Jacob George, Rakesh Voggu, K. Venkata Rao",2011-04-01,2011-04-01,2012-08-21,2012-08-21,https://patents.google.com/patent/US8246928B1/en,https://patentimages.storage.googleapis.com/e9/72/9a/44ddfaf39d1fd1/US08246928-20120821-D00000.png
US-11063197-B2,"Compound, thermoelectric conversion material, and method for producing compound ","Sumitomo Chemical Company, Limited","Satoshi Shimano, Yasujiro Taguchi, Yoshinori Tokura",2016-03-31,2017-03-30,2021-07-13,2021-07-13,https://patents.google.com/patent/US11063197B2/en,https://patentimages.storage.googleapis.com/7c/78/55/6014b49e156b6b/US11063197-20210713-D00000.png
US-10485090-B2,High performance SRF accelerator structure and method ,"Jefferson Science Associates, Llc",Ganapati Rao Myneni,2016-01-22,2017-01-21,2019-11-19,2019-11-19,https://patents.google.com/patent/US10485090B2/en,https://patentimages.storage.googleapis.com/44/44/57/a243c9c41f57b0/US10485090-20191119-D00000.png
US-9633770-B2,"Method for improving coercive force of epsilon-type iron oxide, and epsilon-type iron oxide ","The University Of Tokyo, Dowa Electronics Materials Co., Ltd.","Shin-ichi Ohkoshi, Shunsuke Sakurai, Asuka Namai, Sayaka Umeda, Hiroshi Hachiya, Kazuyuki Matsumoto, Takashi Gotoh",2009-09-30,2016-08-08,2017-04-25,2017-04-25,https://patents.google.com/patent/US9633770B2/en,https://patentimages.storage.googleapis.com/74/87/f9/81a356df55a62d/US09633770-20170425-D00000.png
US-10283357-B2,Compositionally matched molecular solders for semiconductors ,The University Of Chicago,"Dmitriy S. Dolzhnikov, Hao Zhang, Jaeyoung Jang, Jae Sung Son, Matthew G. Panthani, Dmitri V. Talapin",2014-12-01,2015-12-01,2019-05-07,2019-05-07,https://patents.google.com/patent/US10283357B2/en,https://patentimages.storage.googleapis.com/1c/09/3e/f49a3ee8ca678c/US10283357-20190507-D00000.png
US-10984859-B2,Resistive memory devices based on metal coordinated redox active ligands ,Azometrix,"Venkatesan Thirumalai, Sreetosh Goswami, Abhijeet PATRA, Sreebrata Goswami",2017-09-29,2018-10-01,2021-04-20,2021-04-20,https://patents.google.com/patent/US10984859B2/en,https://patentimages.storage.googleapis.com/44/cd/25/6bdedec2d3fdaf/US10984859-20210420-D00000.png
US-10886033-B2,Conductive films ,Regents Of The University Of Minnesota,"Bharat Jalan, Abhinav Prakash, Tianqi Wang",2017-09-28,2018-09-07,2021-01-05,2021-01-05,https://patents.google.com/patent/US10886033B2/en,https://patentimages.storage.googleapis.com/59/5e/b7/c6cddb0a4e1527/US10886033-20210105-D00000.png
US-11683997-B2,Superconducting compounds and methods for making the same ,Quantum Designed Materials Ltd.,Refael Gatt,2017-12-12,2018-12-12,2023-06-20,2023-06-20,https://patents.google.com/patent/US11683997B2/en,https://patentimages.storage.googleapis.com/19/da/0c/525c3b90f4693b/US11683997-20230620-D00000.png
US-11171277-B2,Compound and thermoelectric conversion material ,"Sumitomo Chemical Company, Limited, Riken","Satoshi Shimano, Yasujiro Taguchi, Yoshinori Tokura",2016-03-31,2017-03-30,2021-11-09,2021-11-09,https://patents.google.com/patent/US11171277B2/en,https://patentimages.storage.googleapis.com/85/7c/f8/ab870e1302306d/US11171277-20211109-D00000.png
US-10695831-B2,Method to control void formation in nanomaterials using core/alloy nanoparticles with stainless interfaces ,Syracuse University,"Mathew M. Maye, Wenjie Wu",2013-03-13,2017-02-14,2020-06-30,2020-06-30,https://patents.google.com/patent/US10695831B2/en,https://patentimages.storage.googleapis.com/d9/ea/36/5d1fa9ea8b1d54/US10695831-20200630-D00000.png
US-10179740-B2,Form of silicon and method of making the same ,Carnegie Institution Of Washington,"Timothy A. STROBEL, Duck Young Kim, Oleksandr O. Kurakevych",2013-07-08,2017-06-30,2019-01-15,2019-01-15,https://patents.google.com/patent/US10179740B2/en,https://patentimages.storage.googleapis.com/0f/21/09/e8c03fbcdd52cc/US10179740-20190115-D00000.png
US-9550166-B2,Strontium cobaltite oxygen sponge catalyst and methods of use ,"Ut-Battelle, Llc","Ho Nyung Lee, Hyoungjeen Jeen, Woo Seok Choi, Michael Biegalski, Chad M. Folkman, I-Cheng Tung, Dillon D. Fong, John W. Freeland, Dongwon Shin, Hiromichi Ohta, Matthew F. Chisholm",2013-11-26,2013-11-26,2017-01-24,2017-01-24,https://patents.google.com/patent/US9550166B2/en,https://patentimages.storage.googleapis.com/3a/8c/15/d19dc8472bcf6c/US09550166-20170124-D00000.png
US-9251938-B2,Soft magnetic phase nanoparticles preparations and associated methods thereof ,General Electric Company,"Binil Itty Ipe Kandapallil, Robert Edgar Colborn, Peter John Bonitatibus, JR., Francis Johnson",2013-03-07,2013-03-07,2016-02-02,2016-02-02,https://patents.google.com/patent/US9251938B2/en,https://patentimages.storage.googleapis.com/ba/55/b1/48f19104fd396d/US09251938-20160202-D00000.png
US-8265722-B2,Superconducting wire and manufacturing method thereof ,"K.A.T. Co., Ltd.","Pyeong-Yeol Park, Kyeong-Ho Jang",2006-12-12,2007-12-04,2012-09-11,2012-09-11,https://patents.google.com/patent/US8265722B2/en,https://patentimages.storage.googleapis.com/52/2c/4d/8d90585040e2e0/US08265722-20120911-D00000.png
US-9947460-B2,Oxide ceramic and ceramic electronic component ,"Murata Manufacturing Co., Ltd.","Sakyo Hirose, Tsuyoshi Kimura",2013-08-22,2016-02-08,2018-04-17,2018-04-17,https://patents.google.com/patent/US9947460B2/en,https://patentimages.storage.googleapis.com/b0/01/0a/8090437df4885c/US09947460-20180417-D00000.png
US-11738389-B2,"MnAl alloy, particles thereof, and method for production ",Höganäs Ab (Publ),"Hailiang FANG, Martin Häggblad SAHLBERG, Bjorn Skarman",2017-09-04,2018-09-03,2023-08-29,2023-08-29,https://patents.google.com/patent/US11738389B2/en,https://patentimages.storage.googleapis.com/38/8d/04/ecde394c1dea6f/US11738389-20230829-D00000.png
US-11325348-B2,Metal-carbon composites and methods for their production ,"Ut-Battelle, Llc","Tolga Aytug, Ilia N. Ivanov, Mina YOON, Xiangtao Meng, Soydan Ozcan",2017-05-23,2018-05-22,2022-05-10,2022-05-10,https://patents.google.com/patent/US11325348B2/en,https://patentimages.storage.googleapis.com/a7/08/1a/c3b3a2ed2bd072/US11325348-20220510-D00000.png
