search URL:,https://patents.google.com/?q=%28%22fast+switching%22%29&country=US&status=GRANT&type=PATENT&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-11735492-B2,Power modules for ultra-fast wide-bandgap power switching devices ,GaN Svstems Inc.,"Juncheng LU, Di Chen, Larry SPAZIANI, Peter Anthony DI MASO",2018-12-10,2021-09-02,2023-08-22,2023-08-22,https://patents.google.com/patent/US11735492B2/en,https://patentimages.storage.googleapis.com/4b/d1/ad/f1022c3e929908/US11735492-20230822-D00000.png
US-10505579-B2,Radio frequency switching device for fast switching operation ,"Samsung Electro-Mechanics Co., Ltd.","Byeong Hak Jo, Hyun Paek, Jeong Hoon Kim, Yoo Hwan KIM, Yoo Sam Na",2018-02-02,2019-01-02,2019-12-10,2019-12-10,https://patents.google.com/patent/US10505579B2/en,https://patentimages.storage.googleapis.com/b4/47/3a/313f3e46ca751f/US10505579-20191210-D00000.png
US-8331561-B2,Fast switching between digital video sources ,"Analog Devices, Inc.","Pablo Ventura Domingo, Lucas Valentin GARCIA, Michael Joseph Fernald, Rajesh Rama CHANDRAN, Joseph Michael Barry",2009-12-17,2010-12-13,2012-12-11,2012-12-11,https://patents.google.com/patent/US8331561B2/en,https://patentimages.storage.googleapis.com/b8/c6/05/9b6ca423267c99/US08331561-20121211-D00000.png
US-7742573-B2,Fast switching circuit for x-ray imaging applications ,General Electric Company,"Antonio Caiafa, Colin Richard Wilson",2008-10-17,2008-10-17,2010-06-22,2010-06-22,https://patents.google.com/patent/US7742573B2/en,https://patentimages.storage.googleapis.com/09/6a/c5/2665f2ace25e20/US07742573-20100622-D00000.png
US-11458350-B2,Fast-switching comprehensive training device ,"Yangzhou Jiuyi Hardware & Machinery Co., Ltd.",Yen-Shuo Yang,2020-09-30,2020-09-30,2022-10-04,2022-10-04,https://patents.google.com/patent/US11458350B2/en,https://patentimages.storage.googleapis.com/4b/c7/f8/9bc33c812b97ac/US11458350-20221004-D00000.png
US-8283730-B2,Negative differential resistance device with high PVCR and fast switching speed and memory using the same ,Shu-Lu Chen,Shu-Lu Chen,2008-05-27,2009-05-26,2012-10-09,2012-10-09,https://patents.google.com/patent/US8283730B2/en,https://patentimages.storage.googleapis.com/80/e4/cd/9872a4d0591a5a/US08283730-20121009-D00000.png
US-7327196-B2,Fast switching phase lock loop (PLL) device and method ,Avaak Inc.,Bar-Giora Goldberg,2004-12-03,2005-12-05,2008-02-05,2008-02-05,https://patents.google.com/patent/US7327196B2/en,https://patentimages.storage.googleapis.com/e6/2c/2a/6b704a53658183/US07327196-20080205-D00000.png
US-9953815-B2,Fast-switching high voltage waveform generator ,Elmer Griebeler,Elmer Griebeler,2016-06-13,2017-06-13,2018-04-24,2018-04-24,https://patents.google.com/patent/US9953815B2/en,https://patentimages.storage.googleapis.com/fa/0f/4f/7686f2e15b0c79/US09953815-20180424-D00000.png
US-10461729-B2,Stacked RF switch with fast switching speed ,"Qorvo Us, Inc.","Daniel Charles Kerr, Eric K. Bolton",2016-02-22,2017-02-22,2019-10-29,2019-10-29,https://patents.google.com/patent/US10461729B2/en,https://patentimages.storage.googleapis.com/56/09/64/d4ce3ed8997325/US10461729-20191029-D00000.png
US-7916804-B2,Method and system for a fast-switching phase-locked loop using a direct digital frequency synthesizer ,Broadcom Corporation,Ahmadreza Rofougaran,2007-02-28,2009-11-30,2011-03-29,2011-03-29,https://patents.google.com/patent/US7916804B2/en,https://patentimages.storage.googleapis.com/26/bb/71/c7c3ddd73e703e/US07916804-20110329-D00000.png
